supplier_lead_time,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,on_time_delivery,Promised_Lead_Time,Is_Weekend_Order,Is_Peak_Season,Is_Weekend_Delivery,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,DayOfYear_sin,DayOfYear_cos,supplier_on_time_rate,supplier_delay_rate,supplier_count,Reliable_Supplier,Risky_Supplier,Experienced_Supplier,Risk_Combo,Almost_Certain_OnTime,Very_Likely_Delayed,Safe_Combo,Extreme_Risk,Cost_per_Day,Distance_per_Day,log_Promised_Lead_Time,sqrt_Promised_Lead_Time,log_shipping_distance_km,sqrt_shipping_distance_km,log_unit_price,sqrt_unit_price,log_Risk_Combo,sqrt_Risk_Combo,log_supplier_delay_rate,sqrt_supplier_delay_rate,delayed_reason_code_Operational,delayed_reason_code_Traffic,delayed_reason_code_Weather,Lead_Bin_Fast,Lead_Bin_Normal,Lead_Bin_Slow,Lead_Bin_VerySlow,Dist_Bin_Regional,Dist_Bin_National,Dist_Bin_Continental,Dist_Bin_International,Price_Quantile_MediumLow,Price_Quantile_Medium,Price_Quantile_MediumHigh,Price_Quantile_High,supplier_rating_2.6,supplier_rating_2.7,supplier_rating_2.8,supplier_rating_2.9,supplier_rating_3.0,supplier_rating_3.1,supplier_rating_3.2,supplier_rating_3.3,supplier_rating_3.4,supplier_rating_3.5,supplier_rating_3.6,supplier_rating_3.7,supplier_rating_3.8,supplier_rating_3.9,supplier_rating_4.0,supplier_rating_4.1,supplier_rating_4.2,supplier_rating_4.3,supplier_rating_4.4,supplier_rating_4.5,supplier_rating_4.6,supplier_rating_4.7,supplier_rating_4.8,supplier_rating_4.9,supplier_rating_5.0
5,Sea,25,79,3272.89,258558.31,Storm,West,Yes,93.9,BlueDart,0,5,0,0,1,0.8660254,-0.5,0.7818315,0.6234898,0.87240404,-0.4887854,0.30036363,0.69963634,2,0,1,0,4.3727274,0,0,0,0,545.4817,4.1666665,1.7917595,2.236068,3.2580965,5.0,8.093734,57.20918,1.6813357,2.0911067,0.53041434,0.8364427,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,Sea,792,26,4123.69,107215.94,Cloudy,South,Yes,96.4,DHL,0,8,0,0,0,0.8660254,-0.5,0.9749279,-0.22252093,0.91812146,-0.39629912,0.28730392,0.7126961,3,0,1,0,50.857994,0,0,0,0,458.18777,88.0,2.1972246,2.828427,6.675823,28.142494,8.324746,64.215965,3.948509,7.131479,0.5380688,0.8442133,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,Air,315,6,1747.04,10482.24,Clear,North,No,77.4,BlueDart,0,2,1,0,0,1.0,6.123234e-17,-0.9749279,-0.22252093,0.99974513,0.022576263,0.28730392,0.7126961,3,0,1,0,5.9153776,0,0,0,0,582.3467,105.0,1.0986123,1.4142135,5.755742,17.74824,7.4662504,41.797607,1.9337475,2.432155,0.5380688,0.8442133,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Air,838,53,2944.16,156040.48,Storm,South,Yes,93.8,BlueDart,0,9,1,0,0,0.8660254,0.5,-0.9749279,-0.22252093,0.5521013,0.833777,0.24382609,0.7561739,3,0,1,0,63.8362,0,0,0,0,294.416,83.8,2.3025851,3.0,6.7322106,28.948229,7.9879184,54.260113,4.171864,7.989756,0.56313753,0.8695826,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Air,518,38,4377.79,166356.02,Storm,North,No,96.6,BlueDart,0,10,1,0,0,-0.8660254,-0.5,-0.9749279,-0.22252093,-0.7277015,-0.685894,0.2549091,0.7450909,2,0,1,0,46.04662,0,0,0,0,397.9809,47.090908,2.3978953,3.1622777,6.251904,22.759613,8.384528,66.16487,3.851139,6.7857656,0.5568066,0.8631865,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,Road,848,43,1165.77,50128.11,Rainy,South,No,72.4,DHL,0,4,0,0,1,1.0,6.123234e-17,0.7818315,0.6234898,0.995827,0.091260724,0.2549091,0.7450909,2,0,1,0,28.253847,0,0,0,0,233.154,169.6,1.609438,2.0,6.744059,29.12044,7.0619946,34.143375,3.3760111,5.315435,0.5568066,0.8631865,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,Sea,1155,84,1276.79,107250.36,Storm,West,Yes,99.8,BlueDart,0,7,0,1,0,0.5,0.8660254,0.0,1.0,0.017201575,0.99985206,0.2549091,0.7450909,2,0,1,0,65.45624,0,0,0,0,159.59875,144.375,2.0794415,2.6457512,7.052721,33.98529,7.1528873,35.732197,4.1965437,8.090503,0.5568066,0.8631865,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,Road,678,51,1240.69,63275.19,Cloudy,South,Yes,71.6,BlueDart,0,8,1,0,1,-0.8660254,-0.5,-0.9749279,-0.22252093,-0.8048257,-0.59351116,0.26432,0.73568,5,0,1,0,45.788723,0,0,0,0,137.85445,75.333336,2.1972246,2.828427,6.5206213,26.038433,7.1242285,35.22343,3.8456423,6.7667365,0.5513993,0.85771793,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,Road,1483,28,4768.42,133515.77,Clear,North,No,87.8,Delhivery,0,2,0,0,0,-0.5,-0.8660254,0.9749279,-0.22252093,-0.040844392,-0.99916553,0.24382609,0.7561739,3,0,1,0,23.940466,0,1,0,1,1589.4734,494.33334,1.0986123,1.4142135,7.3024964,38.50974,8.46998,69.05375,3.2164917,4.8928995,0.56313753,0.8695826,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,Air,1166,32,3044.82,97434.24,Rainy,Central,Yes,80.8,BlueDart,0,8,1,0,1,-0.8660254,-0.5,-0.9749279,-0.22252093,-0.8702939,-0.49253273,0.2549091,0.7450909,2,0,1,0,75.46281,0,0,0,0,338.31332,129.55556,2.1972246,2.828427,7.0621915,34.146744,8.021525,55.179886,4.3368044,8.6869335,0.5568066,0.8631865,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Sea,1428,87,526.02,45763.74,Rainy,East,Yes,96.6,DHL,0,2,1,0,0,1.2246469e-16,-1.0,-0.9749279,-0.22252093,0.027950298,-0.9996093,0.2549091,0.7450909,2,0,1,0,22.769978,0,1,0,1,175.34,476.0,1.0986123,1.4142135,7.26473,37.788887,6.2672386,22.935125,3.1684234,4.77179,0.5568066,0.8631865,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6,Road,323,60,3756.97,225418.2,Clear,East,No,79.7,BlueDart,1,6,1,0,1,-1.0,-1.8369701e-16,-0.7818315,0.6234898,-0.99986994,-0.016126573,0.30036363,0.69963634,2,0,1,0,17.756771,0,0,0,0,536.71,46.142857,1.9459101,2.4494898,5.7807436,17.9722,8.231634,61.29413,2.9315548,4.213878,0.53041434,0.8364427,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,Air,1291,14,3602.82,50439.48,Storm,North,Yes,75.7,Delhivery,0,3,0,0,0,0.8660254,0.5,0.0,1.0,0.58045495,0.8142924,0.30036363,0.69963634,2,0,1,0,29.195826,0,1,0,1,900.705,322.75,1.3862944,1.7320508,7.1639466,35.93049,8.18975,60.023495,3.4077036,5.403316,0.53041434,0.8364427,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,Road,420,28,2021.98,56615.44,Rainy,Central,No,78.9,BlueDart,0,8,0,0,0,0.5,-0.8660254,0.7818315,0.6234898,0.7306445,-0.6827581,0.33078304,0.66921693,3,0,1,0,27.839426,0,0,0,0,224.66444,46.666668,2.1972246,2.828427,6.042633,20.493902,7.612327,44.96643,3.3617435,5.276308,0.5123546,0.8180568,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9,Road,621,61,1342.59,81897.99,Cloudy,Central,Yes,87.8,FedEx,1,9,1,0,0,-0.8660254,0.5,-0.9749279,-0.22252093,-0.9962103,0.08697723,0.31466666,0.6853333,1,0,1,0,44.47128,0,0,0,0,134.259,62.1,2.3025851,3.0,6.43294,24.919872,7.2031,36.64137,3.817081,6.668679,0.52196336,0.8278486,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,Road,1164,52,4545.98,236390.95,Rainy,East,Yes,78.0,FedEx,0,5,0,0,0,-1.0,-1.8369701e-16,-0.43388373,-0.90096885,-0.91640866,-0.40024394,0.24382609,0.7561739,3,0,1,0,47.79019,0,0,0,0,757.6633,194.0,1.7917595,2.236068,7.0604763,34.117443,8.422218,67.42388,3.8875294,6.913045,0.56313753,0.8695826,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Sea,1432,44,4277.66,188217.05,Clear,North,Yes,91.8,BlueDart,0,7,1,0,1,1.0,6.123234e-17,-0.9749279,-0.22252093,0.99974513,0.022576263,0.2670476,0.73295236,1,0,1,0,78.601814,0,0,0,0,534.7075,179.0,2.0794415,2.6457512,7.267525,37.841774,8.361395,65.403824,4.377037,8.865767,0.5498265,0.85612637,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9,Sea,1473,95,2858.21,271529.94,Clear,East,Yes,76.5,BlueDart,0,9,0,0,0,1.2246469e-16,-1.0,0.7818315,0.6234898,0.33122122,-0.94355315,0.2670476,0.73295236,1,0,1,0,103.76407,0,0,0,0,285.821,147.3,2.3025851,3.0,7.295735,38.37968,7.9583006,53.46223,4.651711,10.186465,0.5498265,0.85612637,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4,Road,578,49,2410.06,118092.94,Storm,North,Yes,91.1,EcomExpress,1,4,0,0,0,-0.8660254,0.5,0.43388373,-0.90096885,-0.9572324,0.28932,0.31466666,0.6853333,1,0,1,0,18.58624,0,0,0,0,482.012,115.6,1.609438,2.0,6.3613024,24.04163,7.787822,49.09236,2.9748273,4.3111763,0.52196336,0.8278486,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,Sea,1071,1,3169.61,3169.61,Cloudy,South,Yes,76.1,EcomExpress,0,2,1,0,0,1.2246469e-16,-1.0,-0.7818315,0.6234898,0.13079268,-0.9914097,0.2549091,0.7450909,2,0,1,0,17.45003,0,1,0,1,1056.5366,357.0,1.0986123,1.4142135,6.9772816,32.726135,8.061679,56.29929,2.915066,4.1773233,0.5568066,0.8631865,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Air,1086,43,3727.42,160279.06,Cloudy,South,Yes,80.9,Delhivery,0,4,1,0,0,0.8660254,0.5,-0.7818315,0.6234898,0.5663619,0.82415664,0.30036363,0.69963634,2,0,1,0,33.19075,0,0,0,0,745.484,217.2,1.609438,2.0,6.991177,32.954514,8.22374,61.0526,3.531955,5.7611413,0.53041434,0.8364427,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Sea,1496,2,4227.72,8455.44,Cloudy,North,No,84.8,FedEx,0,4,0,0,0,-1.0,-1.8369701e-16,0.0,1.0,-0.9928872,-0.11905873,0.2549091,0.7450909,2,0,1,0,47.566605,0,0,0,0,845.544,299.2,1.609438,2.0,7.3112183,38.678158,8.349654,65.02092,3.8829362,6.8968544,0.5568066,0.8631865,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Road,1180,5,1025.51,5127.55,Cloudy,Central,No,80.9,DHL,0,3,0,0,1,-0.8660254,-0.5,0.43388373,-0.90096885,-0.7839338,-0.6208444,0.2670476,0.73295236,1,0,1,0,28.14537,0,1,0,1,256.3775,295.0,1.3862944,1.7320508,7.0741167,34.351128,6.93392,32.023586,3.372296,5.305221,0.5498265,0.85612637,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Air,996,91,2471.85,224938.34,Storm,South,Yes,77.7,EcomExpress,0,9,0,0,0,-0.8660254,-0.5,0.7818315,0.6234898,-0.6788205,-0.73430425,0.2670476,0.73295236,1,0,1,0,72.29842,0,0,0,0,247.185,99.6,2.3025851,3.0,6.904751,31.559467,7.8131266,49.717705,4.294539,8.502848,0.5498265,0.85612637,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,Road,635,20,2161.78,43235.6,Cloudy,North,No,99.0,FedEx,0,2,1,0,0,1.0,6.123234e-17,-0.9749279,-0.22252093,0.9272376,0.37447366,0.2549091,0.7450909,2,0,1,0,10.952836,0,0,0,0,720.5933,211.66667,1.0986123,1.4142135,6.455199,25.199205,7.6791496,46.494946,2.4809687,3.309507,0.5568066,0.8631865,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Sea,682,80,1584.31,126744.8,Rainy,South,No,81.1,DHL,1,9,0,0,1,0.8660254,0.5,0.43388373,-0.90096885,0.7905634,0.6123802,0.30036363,0.69963634,2,0,1,0,49.240406,0,0,0,0,158.431,68.2,2.3025851,3.0,6.526495,26.11513,7.368535,39.80339,3.9168196,7.017151,0.53041434,0.8364427,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,Air,917,53,3022.43,160188.8,Rainy,Central,Yes,82.5,EcomExpress,1,2,0,0,0,0.5,-0.8660254,0.7818315,0.6234898,0.7306445,-0.6827581,0.37426087,0.62573916,3,0,1,0,12.727534,0,1,0,1,1007.4767,305.66666,1.0986123,1.4142135,6.8221974,30.282007,8.014147,54.97663,2.6194036,3.5675669,0.48596257,0.7910367,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,Air,742,25,2818.74,70468.5,Cloudy,East,Yes,91.8,FedEx,0,3,0,0,1,-0.8660254,-0.5,0.43388373,-0.90096885,-0.7036774,-0.7105196,0.27533334,0.72466666,4,0,1,0,18.30508,0,0,0,0,704.685,185.5,1.3862944,1.7320508,6.610696,27.239677,7.9444,53.09181,2.9603682,4.278444,0.5450338,0.85127354,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,Road,173,98,332.13,32548.74,Rainy,North,Yes,70.4,BlueDart,0,6,0,0,0,1.0,6.123234e-17,-0.43388373,-0.90096885,0.86709857,0.49813664,0.2670476,0.73295236,1,0,1,0,12.00576,0,0,0,0,47.447144,24.714285,1.9459101,2.4494898,5.159055,13.152946,5.8085327,18.224434,2.5653923,3.464933,0.5498265,0.85612637,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Air,186,46,150.84,6938.64,Storm,South,Yes,74.7,Delhivery,0,9,1,0,0,-0.8660254,0.5,-0.9749279,-0.22252093,-0.9962103,0.08697723,0.30036363,0.69963634,2,0,1,0,18.00864,0,0,0,0,15.084,18.6,2.3025851,3.0,5.2311087,13.638182,5.022827,12.281693,2.9448936,4.243659,0.53041434,0.8364427,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10,Road,235,63,3816.27,240425.02,Rainy,North,No,81.7,FedEx,0,10,1,0,0,-0.8660254,-0.5,-0.7818315,0.6234898,-0.7393923,-0.6732749,0.2549091,0.7450909,2,0,1,0,24.960545,0,0,0,0,346.93362,21.363636,2.3978953,3.1622777,5.463832,15.32971,8.247291,61.775967,3.256578,4.996053,0.5568066,0.8631865,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Sea,208,94,4798.62,426598.7,Clear,South,No,88.0,DHL,0,4,0,0,1,1.0,6.123234e-17,0.7818315,0.6234898,0.94532007,0.32614416,0.24382609,0.7561739,3,0,1,0,9.316063,0,0,0,0,959.724,41.6,1.609438,2.0,5.3423343,14.422205,8.476292,69.27207,2.333702,3.0522225,0.56313753,0.8695826,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Sea,1421,79,877.19,69298.01,Cloudy,Central,Yes,93.1,DHL,0,10,0,0,1,-0.8660254,0.5,0.43388373,-0.90096885,-0.9986126,0.05265806,0.2670476,0.73295236,1,0,1,0,111.482056,0,0,0,0,79.744545,129.18182,2.3978953,3.1622777,7.2598195,37.696156,6.777863,29.617393,4.7227936,10.558506,0.5498265,0.85612637,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Air,1223,33,3334.35,110033.55,Cloudy,South,Yes,77.4,BlueDart,0,10,1,0,0,-0.8660254,-0.5,-0.9749279,-0.22252093,-0.54310524,-0.83966464,0.30036363,0.69963634,2,0,1,0,92.56189,0,0,0,0,303.12274,111.181816,2.3978953,3.1622777,7.1098795,34.971416,8.112333,57.74383,4.5386233,9.620909,0.53041434,0.8364427,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
10,Road,1308,54,757.44,40901.76,Rainy,East,Yes,89.7,EcomExpress,1,10,0,1,1,-0.5,0.8660254,0.9749279,-0.22252093,-0.7262249,0.6874572,0.33078304,0.66921693,3,0,1,0,94.225746,0,0,0,0,68.858185,118.90909,2.3978953,3.1622777,7.1770186,36.166283,6.6312637,27.521627,4.5562506,9.706995,0.5123546,0.8180568,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Road,1364,31,203.28,6301.68,Rainy,West,No,94.0,BlueDart,1,6,0,0,0,0.8660254,0.5,0.9749279,-0.22252093,0.77991253,0.6258885,0.31466666,0.6853333,1,0,1,0,60.19968,0,0,0,0,29.04,194.85715,1.9459101,2.4494898,7.2189097,36.93237,5.3194914,14.257629,4.114142,7.7588453,0.52196336,0.8278486,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
9,Air,1395,18,3357.43,60433.74,Rainy,West,No,97.0,FedEx,1,9,0,0,1,-0.8660254,0.5,0.43388373,-0.90096885,-0.9850557,0.17223625,0.31466666,0.6853333,1,0,1,0,92.2116,0,0,0,0,335.743,139.5,2.3025851,3.0,7.2413664,37.349697,8.119229,57.943333,4.534872,9.602687,0.52196336,0.8278486,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Air,178,21,3115.92,65434.32,Storm,East,Yes,97.7,EcomExpress,0,4,1,0,0,-1.0,-1.8369701e-16,-0.7818315,0.6234898,-0.9906923,-0.13612033,0.2670476,0.73295236,1,0,1,0,8.150431,0,0,0,0,623.184,35.6,1.609438,2.0,5.187386,13.341664,8.0446005,55.820427,2.213801,2.8548958,0.5498265,0.85612637,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,Sea,593,83,3642.44,302322.53,Storm,East,Yes,71.7,Delhivery,1,5,0,0,0,0.8660254,-0.5,-0.43388373,-0.90096885,0.9039462,-0.42764622,0.30036363,0.69963634,2,0,1,0,24.2424,0,0,0,0,607.0733,98.833336,1.7917595,2.236068,6.3868794,24.351591,8.200684,60.35263,3.2285252,4.923657,0.53041434,0.8364427,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,Sea,1245,61,2943.62,179560.81,Cloudy,Central,Yes,96.6,DHL,0,3,0,0,1,0.5,-0.8660254,0.9749279,-0.22252093,0.53222716,-0.8466016,0.2670476,0.73295236,1,0,1,0,29.574629,0,1,0,1,735.905,311.25,1.3862944,1.7320508,7.1276937,35.284557,7.9877353,54.25514,3.4201705,5.438256,0.5498265,0.85612637,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Road,416,47,519.8,24430.6,Cloudy,North,Yes,84.9,Delhivery,0,3,0,0,1,0.8660254,0.5,0.9749279,-0.22252093,0.77991253,0.6258885,0.2670476,0.73295236,1,0,1,0,11.346103,0,0,0,0,129.95,104.0,1.3862944,1.7320508,6.0330863,20.396078,6.2553663,22.799122,2.5133405,3.3683977,0.5498265,0.85612637,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Road,1373,96,2187.23,209974.08,Storm,North,Yes,73.8,DHL,1,4,0,0,0,0.8660254,0.5,0.43388373,-0.90096885,0.85840154,0.5129784,0.3458182,0.65418184,2,0,1,0,38.54439,0,0,0,0,437.446,274.6,1.609438,2.0,7.2254815,37.054016,7.6908484,46.76783,3.677424,6.208413,0.5033065,0.80881506,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Sea,246,64,1033.08,66117.12,Clear,Central,No,92.0,FedEx,0,6,0,0,1,0.8660254,-0.5,0.0,1.0,0.9912686,-0.13185851,0.23366667,0.76633334,4,0,1,0,15.90908,0,0,0,0,147.58286,35.142857,1.9459101,2.4494898,5.5093884,15.684387,6.9412675,32.141563,2.8278508,3.9886189,0.56890583,0.87540466,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9,Sea,1217,45,4070.96,183193.2,Cloudy,North,No,74.2,EcomExpress,1,9,0,0,0,-0.8660254,-0.5,0.0,1.0,-0.75086427,-0.66045654,0.30036363,0.69963634,2,0,1,0,82.927895,0,0,0,0,407.096,121.7,2.3025851,3.0,7.104965,34.88553,8.31188,63.804073,4.429958,9.106476,0.53041434,0.8364427,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9,Sea,1133,56,1439.55,80614.8,Clear,South,No,92.9,BlueDart,1,9,1,0,0,0.5,-0.8660254,-0.7818315,0.6234898,0.8271893,-0.5619233,0.31466666,0.6853333,1,0,1,0,76.05144,0,0,0,0,143.955,113.3,2.3025851,3.0,7.0335064,33.660065,7.2727804,37.941402,4.3444734,8.720748,0.52196336,0.8278486,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Road,1260,71,2943.41,208982.11,Rainy,South,No,99.7,Delhivery,0,2,0,0,1,-0.8660254,-0.5,0.43388373,-0.90096885,-0.8528367,-0.5221777,0.2549091,0.7450909,2,0,1,0,20.266472,0,1,0,1,981.13666,420.0,1.0986123,1.4142135,7.1396604,35.49648,7.9876637,54.253204,3.0571318,4.50183,0.5568066,0.8631865,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Road,501,64,392.97,25150.08,Cloudy,South,Yes,78.1,EcomExpress,1,3,1,0,0,1.2246469e-16,-1.0,-0.9749279,-0.22252093,0.027950298,-0.9996093,0.31466666,0.6853333,1,0,1,0,12.35656,0,0,0,0,98.2425,125.25,1.3862944,1.7320508,6.2186003,22.38303,5.976275,19.823471,2.5920076,3.51519,0.52196336,0.8278486,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5,Sea,1377,25,351.88,8797.0,Clear,South,Yes,93.0,EcomExpress,0,5,1,0,0,0.8660254,0.5,-0.7818315,0.6234898,0.8211001,0.5707842,0.2549091,0.7450909,2,0,1,0,55.024963,0,0,0,0,58.646667,229.5,1.7917595,2.236068,7.2283883,37.107952,5.866128,18.758465,4.0257974,7.4178815,0.5568066,0.8631865,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,Air,626,24,1958.35,47000.4,Rainy,East,Yes,70.6,EcomExpress,1,7,1,0,1,0.8660254,0.5,-0.9749279,-0.22252093,0.7350337,0.6780306,0.31466666,0.6853333,1,0,1,0,34.82864,0,0,0,0,244.79375,78.25,2.0794415,2.6457512,6.4409466,25.019993,7.580368,44.25325,3.5787475,5.9015794,0.52196336,0.8278486,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
