order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,delayed_reason_code,on_time_delivery,product_id
2072.0,4559.0,3.7,3.0,2024-01-12,2024-01-15,2024-01-19,Sea,487.0,84.0,3824.38,321247.92,Cloudy,Central,No,88.4,BlueDart,Customs,0.0,P0055
2073.0,6938.0,3.0,8.0,2024-11-24,2024-12-02,2024-12-03,Road,394.0,54.0,4435.18,239499.72,Cloudy,West,Yes,85.0,FedEx,Traffic,0.0,P0100
2074.0,1229.0,3.2,5.0,2024-08-19,2024-08-24,2024-08-29,Air,1169.0,18.0,3056.58,55018.44,Rainy,East,No,76.6,FedEx,Operational,0.0,P0045
2075.0,5575.0,3.2,2.0,2024-05-18,2024-05-20,2024-05-19,Sea,1255.0,94.0,4734.38,425003.27625,Storm,Central,Yes,73.5,EcomExpress,Traffic,1.0,P0008
2076.0,1120.0,3.0,2.0,2024-08-09,2024-08-11,2024-08-13,Road,557.0,87.0,1267.84,110302.08,Clear,West,No,85.1,DHL,Operational,0.0,P0093
2077.0,9680.0,3.0,7.0,2024-02-15,2024-02-22,2024-02-23,Air,884.0,75.0,3838.6,287895.0,Storm,West,No,71.4,Delhivery,Traffic,0.0,P0053
2078.0,5780.0,3.8,6.0,2024-01-27,2024-02-02,2024-02-07,Air,342.0,2.0,4495.47,8990.94,Storm,South,No,94.4,Delhivery,Traffic,0.0,P0055
2079.0,7694.0,6.3500000000000005,10.0,2024-08-18,2024-08-28,2024-08-31,Road,645.0,44.0,3420.77,150513.88,Rainy,Central,No,99.3,DHL,Customs,0.0,P0032
2080.0,2439.0,3.0,5.0,2024-08-18,2024-08-23,2024-08-28,Road,663.0,44.0,3317.42,145966.48,Rainy,West,No,98.9,DHL,Weather,0.0,P0051
2081.0,9601.0,4.0,4.0,2024-05-12,2024-05-16,2024-05-19,Road,753.0,26.0,2009.97,52259.22,Rainy,West,Yes,99.6,EcomExpress,Operational,0.0,P0044
2082.0,9321.0,3.3,10.0,2024-08-23,2024-09-02,2024-09-01,Sea,273.0,83.0,3421.88,284016.04,Clear,North,Yes,73.8,FedEx,Operational,1.0,P0082
2083.0,1400.0,4.2,7.0,2024-06-12,2024-06-19,2024-06-22,Sea,1355.0,93.0,2155.2,200433.6,Cloudy,Central,Yes,95.5,DHL,Customs,0.0,P0070
2084.0,5871.0,3.6,8.0,2024-11-08,2024-11-16,2024-11-15,Road,1370.0,16.0,4827.39,77238.24,Rainy,South,No,85.3,EcomExpress,Customs,1.0,P0018
2085.0,9344.0,3.9,8.0,2024-05-06,2024-05-14,2024-05-14,Road,616.0,48.0,4263.67,204656.16,Cloudy,North,Yes,77.0,DHL,Traffic,1.0,P0083
2086.0,6334.0,4.6,5.0,2024-11-24,2024-11-29,2024-11-29,Sea,385.0,70.0,3787.51,265125.7,Rainy,Central,No,84.0,EcomExpress,Operational,1.0,P0022
2087.0,6509.0,4.3,4.0,2024-02-10,2024-02-14,2024-02-17,Air,236.0,86.0,1002.15,86184.9,Storm,North,No,70.7,EcomExpress,Traffic,0.0,P0037
2088.0,7661.0,4.6,4.0,2024-02-24,2024-02-28,2024-02-29,Sea,756.0,84.0,1990.61,167211.24,Storm,South,No,72.4,DHL,Operational,0.0,P0096
2089.0,6796.0,2.7,2.0,2024-01-10,2024-01-12,2024-01-16,Air,81.0,95.0,2626.64,249530.8,Cloudy,North,Yes,70.7,Delhivery,Operational,0.0,P0056
2090.0,5066.0,4.9,5.0,2024-05-07,2024-05-12,2024-05-15,Sea,687.0,33.0,3357.07,110783.31,Cloudy,East,No,85.4,BlueDart,Operational,0.0,P0059
2091.0,8181.0,4.6,10.0,2024-04-15,2024-04-25,2024-04-24,Sea,340.0,82.0,1379.91,113152.62,Clear,Central,No,81.4,BlueDart,Traffic,1.0,P0003
2092.0,9581.0,4.9,10.0,2024-05-26,2024-06-05,2024-06-05,Air,702.0,99.0,3074.95,304420.05,Rainy,Central,Yes,88.6,FedEx,Traffic,1.0,P0028
2093.0,3247.0,3.4,7.0,2024-05-11,2024-05-18,2024-05-19,Air,211.0,5.0,2313.04,11565.2,Clear,South,No,74.7,FedEx,Operational,0.0,P0074
2094.0,8343.0,4.5,8.0,2024-07-22,2024-07-30,2024-08-04,Road,941.0,22.0,1909.3,42004.6,Rainy,Central,No,84.6,BlueDart,Customs,0.0,P0035
2095.0,2793.0,3.9,4.0,2024-06-26,2024-06-30,2024-06-30,Road,92.0,64.0,3268.45,209180.8,Cloudy,East,Yes,72.8,Delhivery,Operational,1.0,P0061
2096.0,5490.0,4.5,8.0,2024-08-28,2024-09-05,2024-09-09,Air,1044.0,44.0,1596.04,70225.76,Rainy,South,No,70.5,FedEx,Customs,0.0,P0093
2097.0,2542.0,2.6,8.0,2024-11-11,2024-11-19,2024-11-23,Road,1142.0,44.0,3683.87,162090.28,Cloudy,West,No,91.4,EcomExpress,Operational,0.0,P0054
2098.0,2499.0,4.9,4.0,2024-03-26,2024-03-30,2024-03-31,Road,1246.0,37.0,4885.27,180754.99,Rainy,South,No,88.6,Delhivery,Operational,0.0,P0063
2099.0,9438.0,4.5,2.0,2024-08-13,2024-08-15,2024-08-19,Sea,768.0,76.0,1061.03,80638.28,Cloudy,South,No,96.6,EcomExpress,Weather,0.0,P0079
2100.0,6121.0,3.3,4.0,2024-02-02,2024-02-06,2024-02-10,Road,1080.0,79.0,1012.09,79955.11,Clear,North,No,86.4,FedEx,Operational,0.0,P0097
2101.0,5232.0,4.9,8.0,2024-01-02,2024-01-10,2024-01-13,Air,381.0,79.0,2717.4,214674.6,Rainy,South,Yes,81.8,EcomExpress,Traffic,0.0,P0007
2102.0,4387.0,3.6,2.0,2024-03-15,2024-03-17,2024-03-19,Sea,1095.0,31.0,4203.43,130306.33,Rainy,Central,No,95.4,EcomExpress,Operational,0.0,P0076
2103.0,5031.0,3.6,3.0,2024-10-10,2024-10-13,2024-10-17,Road,161.0,71.0,2095.79,148801.09,Rainy,North,No,96.2,EcomExpress,Traffic,0.0,P0049
2104.0,3636.0,4.5,4.0,2024-09-20,2024-09-24,2024-09-24,Air,1292.0,93.0,2624.43,244071.99,Clear,Central,Yes,99.0,FedEx,Customs,1.0,P0094
2105.0,2899.0,2.5,6.0,2024-06-21,2024-06-27,2024-06-27,Air,556.0,21.0,4395.59,92307.39,Storm,South,Yes,95.2,EcomExpress,Operational,1.0,P0085
2106.0,4591.0,3.8,7.0,2024-05-25,2024-06-01,2024-06-03,Sea,866.0,88.0,3673.24,323245.12,Rainy,Central,Yes,88.6,Delhivery,Operational,0.0,P0031
2107.0,5111.0,2.9,8.0,2024-02-24,2024-03-03,2024-03-06,Air,983.0,37.0,1189.36,44006.32,Cloudy,East,Yes,81.8,EcomExpress,Operational,0.0,P0058
2108.0,2524.0,3.4,8.0,2024-07-13,2024-07-21,2024-07-24,Sea,31.0,75.0,2807.16,210537.0,Storm,South,Yes,71.3,FedEx,Operational,0.0,P0061
2109.0,1535.0,2.8,9.0,2024-03-02,2024-03-11,2024-03-12,Road,1373.0,41.0,505.56,20727.96,Cloudy,North,No,82.1,FedEx,Customs,0.0,P0024
2110.0,8670.0,3.0,6.0,2024-04-12,2024-04-18,2024-04-20,Road,917.0,68.0,2083.7,141691.6,Cloudy,Central,Yes,93.6,Delhivery,Traffic,0.0,P0020
2111.0,3469.0,2.7,6.0,2024-02-29,2024-03-06,2024-03-11,Sea,464.0,70.0,145.71,10199.7,Rainy,West,No,78.8,FedEx,Customs,0.0,P0037
2112.0,4158.0,2.7,10.0,2024-02-14,2024-02-24,2024-02-25,Sea,391.0,54.0,2620.35,141498.9,Storm,West,No,95.1,DHL,Operational,0.0,P0004
2113.0,1675.0,4.4,7.0,2024-06-02,2024-06-09,2024-06-11,Road,1240.0,49.0,1555.23,76206.27,Rainy,Central,No,79.6,DHL,Traffic,0.0,P0092
2114.0,3367.0,3.6,5.0,2024-03-19,2024-03-24,2024-03-26,Air,122.0,97.0,969.67,94057.99,Clear,West,Yes,70.4,DHL,Customs,0.0,P0020
2115.0,3217.0,4.7,10.0,2024-01-12,2024-01-22,2024-01-22,Air,671.0,49.0,1449.83,71041.67,Rainy,East,Yes,98.2,BlueDart,Operational,1.0,P0060
2116.0,2108.0,3.5,2.0,2024-06-19,2024-06-21,2024-06-24,Road,611.0,14.0,1975.11,27651.54,Clear,Central,No,95.9,FedEx,Weather,0.0,P0024
2117.0,5017.0,2.7,5.0,2024-03-10,2024-03-15,2024-03-17,Road,78.0,67.0,3101.84,207823.28,Storm,East,Yes,88.1,BlueDart,Traffic,0.0,P0050
2118.0,5042.0,3.4,7.0,2024-05-27,2024-06-03,2024-06-02,Air,349.0,48.0,3426.11,164453.28,Cloudy,South,No,97.6,Delhivery,Operational,1.0,P0049
2119.0,4032.0,2.5,10.0,2024-06-21,2024-07-01,2024-07-01,Road,1201.0,68.0,4578.48,311336.64,Storm,West,Yes,75.5,EcomExpress,Operational,1.0,P0051
2120.0,7607.0,3.6,7.0,2024-02-25,2024-03-03,2024-03-02,Road,591.0,27.0,981.14,26490.78,Rainy,North,No,80.9,BlueDart,Traffic,1.0,P0096
2121.0,1962.0,4.9,7.0,2024-04-10,2024-04-17,2024-04-18,Road,1307.0,99.0,2335.64,231228.36,Storm,Central,No,81.5,Delhivery,Customs,0.0,P0036
2122.0,4385.0,4.2,7.0,2024-09-21,2024-09-28,2024-09-30,Road,1489.0,29.0,2408.6,69849.4,Rainy,East,No,86.8,DHL,Traffic,0.0,P0098
2123.0,6482.0,4.2,2.0,2024-02-16,2024-02-18,2024-02-18,Sea,755.0,12.0,3533.09,42397.08,Clear,South,No,80.4,BlueDart,Traffic,1.0,P0100
2124.0,5641.0,4.8,3.0,2024-05-03,2024-05-06,2024-05-07,Sea,814.0,38.0,1883.03,71555.14,Rainy,South,No,71.4,Delhivery,Weather,0.0,P0066
2125.0,6878.0,4.1,8.0,2024-01-10,2024-01-18,2024-01-20,Sea,831.0,65.0,165.22,10739.3,Storm,West,No,77.7,FedEx,Weather,0.0,P0079
2126.0,4747.0,3.8,3.0,2024-02-28,2024-03-02,2024-03-02,Air,183.0,26.0,3604.66,93721.16,Cloudy,North,Yes,96.2,BlueDart,Traffic,1.0,P0034
2127.0,2801.0,4.5,3.0,2024-06-04,2024-06-07,2024-06-11,Air,134.0,76.0,1814.76,137921.76,Clear,South,No,80.2,Delhivery,Traffic,0.0,P0036
2128.0,3283.0,4.4,9.0,2024-11-26,2024-12-05,2024-12-10,Air,1282.0,61.0,2285.03,139386.83,Rainy,South,Yes,99.3,FedEx,Customs,0.0,P0006
2129.0,6790.0,4.6,7.0,2024-01-28,2024-02-04,2024-02-09,Air,1347.0,46.0,263.86,12137.56,Cloudy,North,No,74.8,Delhivery,Operational,0.0,P0039
2130.0,6063.0,3.2,2.0,2024-03-01,2024-03-03,2024-03-07,Air,1222.0,10.0,888.21,8882.1,Rainy,West,No,93.0,Delhivery,Operational,0.0,P0042
2131.0,8066.0,4.2,9.0,2024-10-19,2024-10-28,2024-10-31,Air,731.0,38.0,3964.04,150633.52,Clear,Central,No,97.2,EcomExpress,Customs,0.0,P0058
2132.0,9608.0,4.9,9.0,2024-05-03,2024-05-12,2024-05-11,Road,1391.0,44.0,4439.74,195348.56,Rainy,North,Yes,82.3,DHL,Operational,1.0,P0012
2133.0,7895.0,6.3500000000000005,10.0,2024-07-26,2024-08-05,2024-08-09,Air,550.0,25.0,4598.79,114969.75,Cloudy,East,Yes,92.6,FedEx,Operational,0.0,P0003
2134.0,1034.0,4.7,5.0,2024-07-31,2024-08-05,2024-08-06,Road,667.0,90.0,4677.3,420957.0,Rainy,West,No,91.4,BlueDart,Traffic,0.0,P0018
2135.0,6173.0,2.8,3.0,2024-11-16,2024-11-19,2024-11-18,Sea,359.0,94.0,3720.06,349685.64,Clear,Central,Yes,82.7,BlueDart,Traffic,1.0,P0040
2136.0,9303.0,4.7,8.0,2024-04-21,2024-04-29,2024-05-01,Road,339.0,36.0,3630.54,130699.44,Rainy,North,Yes,77.0,BlueDart,Operational,0.0,P0021
2137.0,8461.0,4.3,6.0,2024-10-03,2024-10-09,2024-10-13,Air,866.0,55.0,3207.61,176418.55,Clear,West,No,92.8,Delhivery,Operational,0.0,P0015
2138.0,3242.0,3.3,6.0,2024-03-15,2024-03-21,2024-03-23,Air,251.0,27.0,4444.69,120006.63,Storm,West,Yes,83.1,DHL,Operational,0.0,P0097
2139.0,2145.0,4.2,8.0,2024-05-23,2024-05-31,2024-06-01,Air,633.0,26.0,1741.48,45278.48,Cloudy,South,Yes,79.6,DHL,Customs,0.0,P0099
2140.0,9619.0,2.8,3.0,2024-04-19,2024-04-22,2024-04-24,Air,291.0,72.0,1238.81,89194.32,Rainy,Central,Yes,77.0,FedEx,Customs,0.0,P0026
2141.0,4293.0,3.4,5.0,2024-10-24,2024-10-29,2024-10-28,Air,1479.0,10.0,2935.6,29356.0,Cloudy,Central,No,99.5,DHL,Weather,1.0,P0008
2142.0,2883.0,2.9,9.0,2024-03-25,2024-04-03,2024-04-03,Sea,738.0,78.0,3852.63,300505.14,Clear,West,Yes,90.8,BlueDart,Weather,1.0,P0100
2143.0,5332.0,4.3,5.0,2024-09-09,2024-09-14,2024-09-15,Road,894.0,92.0,894.8,82321.6,Storm,West,No,71.1,FedEx,Customs,0.0,P0094
2144.0,6695.0,2.9,10.0,2024-09-03,2024-09-13,2024-09-16,Air,809.0,89.0,3319.57,295441.73,Storm,South,Yes,82.9,DHL,Weather,0.0,P0087
2145.0,2100.0,3.1,5.0,2024-04-19,2024-04-24,2024-04-25,Air,314.0,77.0,299.99,23099.23,Storm,North,No,92.5,DHL,Customs,0.0,P0042
2146.0,2923.0,3.2,2.0,2024-09-27,2024-09-29,2024-10-02,Road,1301.0,17.0,1051.63,17877.71,Clear,North,Yes,85.9,BlueDart,Weather,0.0,P0044
2147.0,4624.0,3.4,9.0,2024-07-27,2024-08-05,2024-08-09,Road,741.0,39.0,4046.55,157815.45,Rainy,East,No,76.9,FedEx,Traffic,0.0,P0014
2148.0,8810.0,3.0,3.0,2024-01-23,2024-01-26,2024-01-26,Sea,277.0,30.0,2633.28,78998.4,Rainy,East,No,83.8,Delhivery,Customs,1.0,P0078
2149.0,9624.0,2.7,9.0,2024-09-04,2024-09-13,2024-09-12,Air,288.0,89.0,3724.61,331490.29,Cloudy,North,No,99.1,BlueDart,Operational,1.0,P0002
2150.0,2825.0,3.1,9.0,2024-05-09,2024-05-18,2024-05-17,Sea,457.0,48.0,3490.87,167561.76,Cloudy,Central,Yes,78.8,EcomExpress,Operational,1.0,P0037
2151.0,5879.0,2.7,7.0,2024-04-06,2024-04-13,2024-04-16,Sea,805.0,22.0,4234.54,93159.88,Cloudy,South,Yes,86.4,DHL,Operational,0.0,P0069
2152.0,1999.0,3.7,9.0,2024-07-06,2024-07-15,2024-07-15,Air,1015.0,7.0,1372.84,9609.88,Clear,Central,Yes,98.6,EcomExpress,Operational,1.0,P0038
2153.0,2383.0,2.9,5.0,2024-10-15,2024-10-20,2024-10-25,Sea,164.0,44.0,1047.82,46104.08,Rainy,East,No,99.7,BlueDart,Operational,0.0,P0041
2154.0,9866.0,2.8,10.0,2024-06-25,2024-07-05,2024-07-07,Road,1256.0,15.0,3319.55,49793.25,Storm,West,No,98.0,EcomExpress,Operational,0.0,P0062
2155.0,2587.0,4.8,7.0,2024-01-05,2024-01-12,2024-01-14,Road,482.0,27.0,4032.65,108881.55,Storm,East,Yes,87.5,DHL,Customs,0.0,P0060
2156.0,8056.0,4.1,4.0,2024-11-11,2024-11-15,2024-11-18,Air,1340.0,68.0,2759.99,187679.32,Cloudy,South,Yes,85.0,BlueDart,Traffic,0.0,P0014
2157.0,8012.0,3.4,4.0,2024-07-16,2024-07-20,2024-07-19,Road,587.0,32.0,3122.95,99934.4,Rainy,West,Yes,70.0,FedEx,Operational,1.0,P0089
2158.0,8854.0,3.4,4.0,2024-09-06,2024-09-10,2024-09-11,Road,600.0,87.0,4623.04,402204.48,Clear,North,Yes,79.2,EcomExpress,Traffic,0.0,P0084
2159.0,8582.0,4.0,3.0,2024-05-02,2024-05-05,2024-05-07,Sea,371.0,9.0,3535.75,31821.75,Clear,West,No,87.5,Delhivery,Customs,0.0,P0002
2160.0,6157.0,3.1,5.0,2024-05-04,2024-05-09,2024-05-11,Sea,809.0,59.0,2337.81,137930.79,Clear,West,Yes,80.8,FedEx,Operational,0.0,P0070
2161.0,2824.0,5.0,5.0,2024-04-27,2024-05-02,2024-05-02,Air,411.0,48.0,1818.86,87305.28,Cloudy,East,No,99.8,DHL,Weather,1.0,P0017
2162.0,5492.0,3.0,5.0,2024-01-30,2024-02-04,2024-02-04,Air,1304.0,31.0,2874.91,89122.21,Clear,South,Yes,80.6,EcomExpress,Traffic,1.0,P0089
2163.0,7752.0,3.4,10.0,2024-06-19,2024-06-29,2024-06-28,Air,246.0,43.0,2053.43,88297.49,Storm,West,No,96.3,FedEx,Weather,1.0,P0028
2164.0,2290.0,4.6,8.0,2024-10-03,2024-10-11,2024-10-14,Air,910.0,63.0,4306.45,271306.35,Storm,South,Yes,86.5,FedEx,Weather,0.0,P0066
2165.0,3956.0,4.5,4.0,2024-02-14,2024-02-18,2024-02-17,Sea,401.0,5.0,2455.68,12278.4,Cloudy,South,No,96.9,FedEx,Operational,1.0,P0035
2166.0,7351.0,4.0,7.0,2024-01-23,2024-01-30,2024-02-01,Road,632.0,77.0,4422.26,340514.02,Clear,East,No,96.0,BlueDart,Operational,0.0,P0005
2167.0,8581.0,3.2,4.0,2024-06-26,2024-06-30,2024-07-03,Air,178.0,23.0,1043.64,24003.72,Rainy,North,Yes,88.5,EcomExpress,Weather,0.0,P0065
2168.0,6123.0,2.7,10.0,2024-09-29,2024-10-09,2024-10-08,Road,1371.0,73.0,2557.22,186677.06,Clear,South,Yes,93.4,DHL,Weather,1.0,P0040
2169.0,5146.0,2.9,5.0,2024-05-26,2024-05-31,2024-05-31,Air,523.0,8.0,2624.57,20996.56,Clear,South,No,88.5,EcomExpress,Traffic,1.0,P0076
2170.0,5951.0,3.4,2.0,2024-02-01,2024-02-03,2024-02-04,Road,140.0,99.0,1835.73,181737.27,Clear,West,Yes,73.4,FedEx,Traffic,0.0,P0056
2171.0,5482.0,4.9,6.0,2024-02-15,2024-02-18,2024-02-20,Sea,276.0,63.0,1407.9,99717.945,Rainy,Central,Yes,81.6,FedEx,Operational,0.0,P0036
2172.0,6832.0,3.3,10.0,2024-01-14,2024-01-24,2024-01-23,Road,1366.0,54.0,4869.41,262948.14,Cloudy,East,No,88.4,EcomExpress,Customs,1.0,P0045
2173.0,7164.0,3.6,9.0,2024-03-14,2024-03-23,2024-03-23,Air,526.0,90.0,4078.64,367077.6,Clear,West,Yes,89.3,Delhivery,Operational,1.0,P0023
2174.0,7887.0,3.7,9.0,2024-03-24,2024-04-02,2024-04-06,Sea,1212.0,77.0,1798.3,138469.1,Storm,West,No,83.4,BlueDart,Operational,0.0,P0047
2175.0,1551.0,2.8,7.0,2024-05-08,2024-05-15,2024-05-15,Road,1326.0,67.0,189.46,12693.82,Cloudy,West,Yes,78.9,EcomExpress,Operational,1.0,P0031
2176.0,4895.0,2.7,7.0,2024-06-03,2024-06-10,2024-06-11,Air,1294.0,3.0,2423.96,7271.88,Cloudy,West,Yes,80.3,BlueDart,Operational,0.0,P0011
2177.0,2406.0,3.5,8.0,2024-01-18,2024-01-26,2024-01-29,Road,1435.0,38.0,2859.55,108662.9,Rainy,Central,Yes,70.3,BlueDart,Traffic,0.0,P0010
2178.0,5562.0,4.0,9.0,2024-06-16,2024-06-25,2024-06-26,Air,1146.0,100.0,862.25,86225.0,Cloudy,East,Yes,88.1,DHL,Customs,0.0,P0067
2179.0,2362.0,4.2,3.0,2024-04-21,2024-04-24,2024-04-27,Air,955.0,98.0,1064.42,104313.16,Storm,Central,No,76.7,BlueDart,Traffic,0.0,P0014
2180.0,1020.0,4.4,2.0,2024-04-12,2024-04-14,2024-04-18,Air,556.0,14.0,1502.05,21028.7,Storm,South,Yes,79.0,DHL,Operational,0.0,P0080
2181.0,2119.0,4.7,7.0,2024-02-17,2024-02-24,2024-02-29,Air,1159.0,79.0,3999.65,315972.35,Rainy,East,Yes,79.9,BlueDart,Traffic,0.0,P0074
2182.0,9872.0,4.4,7.0,2024-10-16,2024-10-23,2024-10-23,Sea,456.0,32.0,900.13,28804.16,Cloudy,South,No,71.6,FedEx,Operational,1.0,P0093
2183.0,8217.0,3.0,10.0,2024-03-31,2024-04-10,2024-04-15,Air,1412.0,33.0,2535.79,83681.07,Storm,East,Yes,78.1,BlueDart,Operational,0.0,P0010
2184.0,2494.0,3.3,9.0,2024-08-30,2024-09-08,2024-09-11,Sea,762.0,93.0,190.06,17675.58,Clear,Central,Yes,83.8,EcomExpress,Weather,0.0,P0076
2185.0,2913.0,3.6,8.0,2024-02-12,2024-02-20,2024-02-25,Road,900.0,45.0,4948.23,222670.35,Cloudy,Central,Yes,75.1,DHL,Operational,0.0,P0094
2186.0,3390.0,4.9,7.0,2024-07-20,2024-07-27,2024-07-26,Sea,892.0,93.0,3440.09,319928.37,Rainy,East,Yes,90.7,BlueDart,Customs,1.0,P0001
2187.0,5888.0,4.4,6.0,2024-10-01,2024-10-07,2024-10-12,Sea,456.0,94.0,4598.18,425003.27625,Cloudy,Central,No,98.1,BlueDart,Operational,0.0,P0005
2188.0,9636.0,4.1,5.0,2024-04-22,2024-04-27,2024-04-27,Road,1338.0,84.0,797.2,66964.8,Clear,East,Yes,75.2,EcomExpress,Customs,1.0,P0020
2189.0,9649.0,3.6,8.0,2024-04-23,2024-05-01,2024-04-30,Sea,935.0,70.0,2488.49,174194.3,Rainy,East,Yes,88.3,EcomExpress,Customs,1.0,P0008
2190.0,9536.0,4.9,9.0,2024-05-17,2024-05-26,2024-05-27,Sea,382.0,23.0,941.19,21647.37,Storm,East,No,72.6,BlueDart,Weather,0.0,P0043
2191.0,5430.0,4.2,10.0,2024-05-18,2024-05-28,2024-05-31,Air,1142.0,34.0,183.19,6228.46,Rainy,Central,No,87.9,FedEx,Traffic,0.0,P0076
2192.0,3697.0,3.8,3.0,2024-07-05,2024-07-08,2024-07-09,Sea,328.0,86.0,4470.26,384442.36,Clear,North,No,73.5,DHL,Traffic,0.0,P0001
2193.0,2784.0,2.8,8.0,2024-02-15,2024-02-23,2024-02-27,Road,92.0,23.0,363.3,8355.9,Cloudy,East,Yes,92.8,EcomExpress,Operational,0.0,P0057
2194.0,7748.0,3.6,2.0,2024-05-01,2024-05-03,2024-05-05,Road,456.0,88.0,4246.24,373669.12,Rainy,West,Yes,83.5,Delhivery,Operational,0.0,P0064
2195.0,4651.0,4.7,2.0,2024-05-29,2024-05-31,2024-06-01,Road,1313.0,31.0,1761.83,54616.73,Cloudy,West,No,80.3,Delhivery,Operational,0.0,P0084
2196.0,3143.0,3.3,8.0,2024-01-20,2024-01-28,2024-01-28,Air,1218.0,11.0,522.85,5751.35,Clear,South,Yes,73.3,BlueDart,Weather,1.0,P0028
2197.0,6617.0,2.6,7.0,2024-01-25,2024-02-01,2024-02-06,Sea,311.0,7.0,1768.24,12377.68,Clear,North,Yes,81.5,FedEx,Weather,0.0,P0037
2198.0,7944.0,4.5,5.0,2024-06-17,2024-06-22,2024-06-25,Sea,830.0,86.0,1434.69,123383.34,Rainy,Central,No,89.3,DHL,Traffic,0.0,P0047
2199.0,9026.0,4.8,3.0,2024-09-15,2024-09-18,2024-09-17,Sea,502.0,93.0,4158.65,386754.45,Rainy,Central,Yes,83.0,BlueDart,Customs,1.0,P0076
2200.0,2973.0,2.6,10.0,2024-01-20,2024-01-30,2024-01-31,Sea,1044.0,98.0,3154.62,309152.76,Storm,Central,Yes,90.3,DHL,Customs,0.0,P0037
2201.0,2642.0,4.6,10.0,2024-03-03,2024-03-13,2024-03-17,Road,386.0,71.0,2759.64,195934.44,Cloudy,North,No,83.0,BlueDart,Operational,0.0,P0049
2202.0,3422.0,3.9,5.0,2024-08-11,2024-08-16,2024-08-16,Road,120.0,12.0,293.03,3516.36,Rainy,West,No,85.9,Delhivery,Traffic,1.0,P0044
2203.0,2408.0,3.8,3.0,2024-11-19,2024-11-22,2024-11-26,Road,222.0,84.0,2198.05,184636.2,Storm,North,Yes,88.1,DHL,Operational,0.0,P0056
2204.0,5506.0,3.2,9.0,2024-05-25,2024-06-03,2024-06-03,Sea,758.0,35.0,1635.78,57252.3,Cloudy,South,Yes,91.6,BlueDart,Operational,1.0,P0028
2205.0,9002.0,4.4,7.0,2024-06-27,2024-07-04,2024-07-08,Road,1432.0,11.0,792.19,8714.09,Cloudy,West,No,89.3,EcomExpress,Customs,0.0,P0079
2206.0,8620.0,3.5,9.0,2024-09-06,2024-09-15,2024-09-20,Air,403.0,59.0,3576.9,211037.1,Storm,South,Yes,74.0,FedEx,Customs,0.0,P0006
2207.0,9554.0,3.4,3.0,2024-02-17,2024-02-20,2024-02-20,Sea,132.0,41.0,4563.83,187117.03,Cloudy,North,Yes,70.8,BlueDart,Customs,1.0,P0061
2208.0,7797.0,3.2,8.0,2024-01-28,2024-02-05,2024-02-08,Air,225.0,82.0,3938.18,322930.76,Cloudy,West,Yes,72.5,EcomExpress,Customs,0.0,P0020
2209.0,7305.0,4.0,7.0,2024-01-24,2024-01-31,2024-01-30,Sea,1040.0,63.0,4868.58,306720.54,Rainy,South,Yes,77.7,FedEx,Operational,1.0,P0078
2210.0,7736.0,4.4,2.0,2024-03-28,2024-03-30,2024-03-31,Road,316.0,15.0,3533.96,53009.4,Clear,East,No,75.7,DHL,Traffic,0.0,P0002
2211.0,6424.0,3.7,3.0,2024-08-19,2024-08-22,2024-08-27,Air,1239.0,83.0,1493.91,123994.53,Rainy,West,Yes,74.6,FedEx,Customs,0.0,P0073
2212.0,7384.0,4.6,4.0,2024-07-01,2024-07-05,2024-07-10,Sea,1403.0,78.0,2894.71,225787.38,Storm,North,No,77.7,EcomExpress,Operational,0.0,P0037
2213.0,6198.0,3.0,5.0,2024-03-03,2024-03-08,2024-03-08,Air,1202.0,100.0,927.16,92716.0,Cloudy,North,Yes,94.8,BlueDart,Weather,1.0,P0020
2214.0,3226.0,4.8,2.0,2024-01-23,2024-01-25,2024-01-27,Sea,673.0,58.0,2460.94,142734.52,Storm,North,Yes,70.1,Delhivery,Traffic,0.0,P0026
2215.0,8366.0,4.4,10.0,2024-02-23,2024-03-04,2024-03-05,Road,1014.0,53.0,4857.57,257451.21,Clear,Central,No,73.8,DHL,Operational,0.0,P0029
2216.0,8185.0,3.2,2.0,2024-04-04,2024-04-06,2024-04-05,Sea,470.0,68.0,3247.19,220808.92,Cloudy,South,Yes,86.3,EcomExpress,Weather,1.0,P0001
2217.0,4564.0,4.9,8.0,2024-08-26,2024-09-03,2024-09-05,Road,1332.0,71.0,1774.92,126019.32,Storm,West,No,79.7,Delhivery,Operational,0.0,P0035
2218.0,7748.0,3.9,2.0,2024-07-07,2024-07-09,2024-07-10,Road,306.0,51.0,1311.48,66885.48,Clear,South,Yes,79.1,BlueDart,Operational,0.0,P0070
2219.0,5209.0,3.3,10.0,2024-05-12,2024-05-22,2024-05-27,Air,466.0,98.0,2958.88,289970.24,Cloudy,South,No,84.2,Delhivery,Weather,0.0,P0059
2220.0,5237.0,4.3,2.0,2024-03-20,2024-03-22,2024-03-24,Sea,1353.0,26.0,923.94,24022.44,Storm,North,No,81.9,FedEx,Traffic,0.0,P0069
