Customer_rating,Cost_of_the_Product,Weight_in_gms,Reached.on.Time_Y.N,order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipping_distance_km,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,delayed_reason_code,on_time_delivery,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium,Cost_to_Weight_Ratio
1,165,1190,1,ORD00908,SUP_004,3.21,7,2025-04-04,2025-04-11,2025-04-13,752,25.09,330,Rainy,East,No,0.78,FedEx,Weather,0,False,True,False,False,0.13865546206835674
1,235,2066,1,ORD00909,SUP_010,2.77,11,2025-06-28,2025-07-09,2025-07-08,703,36.29,940,Storm,South,Yes,0.6,LocalTruckers,Weather,1,False,True,True,False,0.1137463697416523
5,186,3521,1,ORD00910,SUP_007,3.58,14,2025-02-25,2025-03-11,2025-03-11,807,28.77,1860,Rainy,East,Yes,0.51,LocalTruckers,Weather,1,False,True,True,False,0.052825901717459274
2,274,2949,1,ORD00911,SUP_005,3.04,12,2025-09-20,2025-10-02,2025-10-06,1107,47.78,2740,Storm,East,No,0.67,DHL,Weather,0,False,True,False,True,0.09291285178266774
5,163,1079,1,ORD00912,SUP_017,3.57,4,2025-07-05,2025-07-09,2025-07-08,236,27.37,489,Storm,North,No,0.81,DHL,Weather,1,False,True,False,True,0.15106580152820592
4,161,1386,1,ORD00913,SUP_018,4.98,3,2025-12-12,2025-12-15,2025-12-15,928,17.97,483,Rainy,North,No,0.84,DHL,Weather,1,False,True,True,False,0.11616161607780547
4,264,2336,1,ORD00914,SUP_011,3.94,12,2025-09-22,2025-10-04,2025-10-06,1522,31.45,528,Storm,South,Yes,0.87,LocalTruckers,Customs,0,False,True,True,False,0.11301369858175785
1,255,3459,1,ORD00915,SUP_015,4.23,13,2025-11-20,2025-12-03,2025-12-07,1159,28.04,510,Rainy,West,Yes,0.92,DHL,Traffic,0,False,True,False,True,0.07372072851294573
1,258,3928,1,ORD00916,SUP_007,4.19,11,2025-10-12,2025-10-23,2025-10-26,722,41.49,774,Clear,South,No,0.56,DHL,Weather,0,False,True,False,True,0.06568228104234158
5,261,2103,1,ORD00917,SUP_018,4.55,12,2025-02-17,2025-03-01,2025-03-01,925,47.4,2088,Storm,West,No,0.54,DHL,Weather,1,False,True,False,True,0.12410841648877394
3,188,3637,1,ORD00918,SUP_006,4.86,11,2025-05-01,2025-05-12,2025-05-14,167,43.45,1316,Clear,North,Yes,0.89,LocalTruckers,Weather,0,False,True,False,True,0.051690954068822945
4,188,3072,1,ORD00919,SUP_018,4.15,11,2025-10-21,2025-11-01,2025-11-03,1696,25.56,564,Rainy,East,Yes,0.71,LocalTruckers,Traffic,0,False,True,False,False,0.061197916646745475
2,160,1548,1,ORD00920,SUP_016,3.69,8,2025-06-09,2025-06-17,2025-06-16,1131,18.64,1600,Rainy,East,Yes,0.96,DHL,Weather,1,False,True,False,True,0.10335917305984549
2,214,3503,1,ORD00921,SUP_002,3.29,10,2025-05-22,2025-06-01,2025-05-31,1091,46.58,428,Storm,South,Yes,0.96,LocalTruckers,Weather,1,False,True,True,False,0.06109049384496418
4,209,3345,1,ORD00922,SUP_019,3.4,13,2025-06-22,2025-07-05,2025-07-08,1952,25.44,1672,Storm,East,Yes,0.57,FedEx,Weather,0,False,True,False,True,0.062481315377434586
1,208,2193,1,ORD00923,SUP_001,3.34,3,2025-03-17,2025-03-20,2025-03-25,920,40.81,1456,Storm,East,Yes,0.84,LocalTruckers,Customs,0,False,True,False,False,0.09484724117882024
3,265,2557,1,ORD00924,SUP_011,3.31,12,2025-04-02,2025-04-14,2025-04-15,1213,49.58,1060,Rainy,North,No,0.53,DHL,Traffic,0,False,True,True,False,0.10363707465637972
1,161,1992,1,ORD00925,SUP_020,4.24,6,2025-02-26,2025-03-04,2025-03-02,507,33.1,322,Storm,North,No,0.7,DHL,Weather,1,False,True,False,False,0.08082329313211682
3,217,3067,1,ORD00926,SUP_005,3.97,3,2025-12-23,2025-12-26,2025-12-27,755,29.2,651,Clear,South,Yes,0.91,LocalTruckers,Weather,0,False,True,False,False,0.07075317897921318
1,210,2444,1,ORD00927,SUP_016,3.0,10,2025-02-17,2025-02-27,2025-02-28,691,37.99,420,Storm,West,Yes,0.73,DHL,Weather,0,False,True,True,False,0.08592471354913064
3,179,1808,1,ORD00928,SUP_001,4.92,3,2025-05-16,2025-05-19,2025-05-23,1015,17.76,358,Rainy,South,Yes,0.52,FedEx,Customs,0,False,True,True,False,0.09900442472400198
2,180,1165,1,ORD00929,SUP_019,3.57,5,2025-10-03,2025-10-08,2025-10-13,261,29.53,720,Clear,North,No,0.62,DHL,Traffic,0,False,True,False,True,0.15450643763561678
3,153,1972,1,ORD00930,SUP_014,3.92,6,2025-11-19,2025-11-25,2025-11-29,535,22.49,765,Clear,East,No,0.54,LocalTruckers,Traffic,0,False,True,True,False,0.0775862068572078
3,162,1714,1,ORD00931,SUP_003,4.26,10,2025-12-28,2026-01-07,2026-01-10,1869,16.57,324,Storm,West,Yes,0.7,LocalTruckers,Weather,0,False,True,True,False,0.09451575257029418
2,135,1898,1,ORD00932,SUP_002,4.03,8,2025-11-05,2025-11-13,2025-11-17,1193,34.41,405,Rainy,North,No,0.84,LocalTruckers,Traffic,0,False,True,True,False,0.07112750259687697
5,242,2268,1,ORD00933,SUP_005,3.28,12,2025-09-18,2025-09-30,2025-09-30,940,33.03,726,Rainy,North,Yes,0.82,LocalTruckers,Weather,1,True,False,False,True,0.10670193998822666
4,206,2804,1,ORD00934,SUP_017,4.49,14,2025-04-13,2025-04-27,2025-04-30,1627,40.45,618,Storm,West,No,0.85,DHL,Traffic,0,True,False,False,True,0.07346647643599627
1,253,2486,1,ORD00935,SUP_018,2.78,9,2025-05-17,2025-05-26,2025-05-29,1076,44.92,1518,Rainy,West,No,0.69,LocalTruckers,Customs,0,True,False,False,True,0.10176991146348757
2,208,3442,1,ORD00936,SUP_001,3.92,10,2025-01-04,2025-01-14,2025-01-16,1302,18.82,624,Storm,South,No,0.63,LocalTruckers,Weather,0,True,False,False,True,0.06042998255071761
2,250,3798,1,ORD00937,SUP_015,3.18,4,2025-03-25,2025-03-29,2025-03-31,1302,41.19,750,Rainy,West,No,0.53,FedEx,Traffic,0,True,False,True,False,0.06582411793948813
5,143,1360,1,ORD00938,SUP_009,4.04,12,2025-11-01,2025-11-13,2025-11-15,1051,24.7,286,Clear,West,Yes,0.96,DHL,Weather,0,True,False,False,True,0.10514705874621538
3,236,3589,1,ORD00939,SUP_005,3.04,13,2025-01-16,2025-01-29,2025-01-27,1034,35.15,708,Storm,East,Yes,0.56,FedEx,Weather,1,True,False,False,True,0.06575647810929047
1,147,1956,1,ORD00940,SUP_013,4.43,10,2025-01-19,2025-01-29,2025-01-29,392,44.01,441,Rainy,South,Yes,0.59,DHL,Weather,1,True,False,True,False,0.07515337419470686
1,113,1957,1,ORD00941,SUP_019,3.07,5,2025-06-21,2025-06-26,2025-06-26,1214,20.25,565,Rainy,West,Yes,0.51,LocalTruckers,Weather,1,True,False,True,False,0.057741440951588424
4,165,1482,1,ORD00942,SUP_010,4.73,9,2025-05-07,2025-05-16,2025-05-18,1130,34.04,330,Storm,South,Yes,0.66,DHL,Customs,0,True,False,False,False,0.11133603231353843
4,235,2020,1,ORD00943,SUP_020,4.65,5,2025-12-22,2025-12-27,2025-12-28,1289,29.21,940,Clear,West,Yes,0.9,LocalTruckers,Weather,0,True,False,True,False,0.11633663360577394
2,186,3722,1,ORD00944,SUP_014,3.41,9,2025-10-08,2025-10-17,2025-10-15,1716,41.62,1860,Rainy,North,No,0.66,LocalTruckers,Weather,1,True,False,True,False,0.04997313271091534
5,274,3910,1,ORD00945,SUP_012,3.46,13,2025-11-10,2025-11-23,2025-11-24,1187,37.89,2740,Storm,North,Yes,0.83,FedEx,Weather,0,True,False,False,True,0.07007672632478856
2,163,1547,1,ORD00946,SUP_011,4.25,14,2025-08-28,2025-09-11,2025-09-10,1776,40.79,489,Clear,South,No,0.97,DHL,Weather,1,True,False,False,True,0.10536522294417244
2,161,1819,1,ORD00947,SUP_007,2.73,4,2025-01-06,2025-01-10,2025-01-10,1828,21.52,483,Rainy,North,No,0.94,DHL,Weather,1,True,False,True,False,0.08851017037465081
1,264,2436,1,ORD00948,SUP_017,2.7,12,2025-04-03,2025-04-15,2025-04-15,343,38.17,528,Rainy,North,No,0.59,LocalTruckers,Weather,1,True,False,True,False,0.10837438419196455
3,255,2894,1,ORD00949,SUP_018,2.84,8,2025-05-26,2025-06-03,2025-06-04,1900,34.23,510,Rainy,West,No,0.68,FedEx,Traffic,0,True,False,False,True,0.08811333791011979
1,258,2428,1,ORD00950,SUP_007,3.91,5,2025-09-04,2025-09-09,2025-09-07,77,28.27,774,Storm,East,No,0.87,FedEx,Weather,1,True,False,False,True,0.1062602964965979
2,261,3308,1,ORD00951,SUP_020,2.87,5,2025-11-13,2025-11-18,2025-11-18,1611,25.13,2088,Storm,West,No,0.98,LocalTruckers,Weather,1,True,False,False,True,0.078899637219196
4,188,2466,1,ORD00952,SUP_006,3.19,11,2025-10-10,2025-10-21,2025-10-22,1669,23.26,1316,Storm,East,No,0.85,FedEx,Weather,0,True,False,False,True,0.07623682073145303
5,188,3206,1,ORD00953,SUP_011,4.12,9,2025-08-09,2025-08-18,2025-08-21,908,10.39,564,Clear,South,No,0.62,FedEx,Weather,0,True,False,False,False,0.05864004988813473
1,160,1952,1,ORD00954,SUP_012,2.54,7,2025-04-05,2025-04-12,2025-04-15,1394,16.78,1600,Rainy,East,No,0.57,FedEx,Customs,0,True,False,False,True,0.0819672130727627
1,214,2720,1,ORD00955,SUP_016,2.95,14,2025-04-25,2025-05-09,2025-05-13,1915,12.36,428,Rainy,South,No,0.74,LocalTruckers,Customs,0,False,False,True,False,0.07867647055931012
5,209,2948,1,ORD00956,SUP_019,4.82,12,2025-11-14,2025-11-26,2025-11-24,1787,43.93,1672,Clear,East,Yes,0.59,FedEx,Weather,1,False,False,False,True,0.07089552236401102
1,208,2674,1,ORD00957,SUP_019,4.16,9,2025-06-17,2025-06-26,2025-06-27,622,44.4,1456,Clear,North,Yes,0.61,LocalTruckers,Weather,0,False,False,False,False,0.07778608822820267
1,265,2249,1,ORD00958,SUP_011,3.26,11,2025-04-01,2025-04-12,2025-04-16,1770,43.85,1060,Storm,North,No,0.81,LocalTruckers,Weather,0,False,False,True,False,0.1178301466794886
1,161,1075,1,ORD00959,SUP_016,2.61,3,2025-08-06,2025-08-09,2025-08-12,1831,42.72,322,Rainy,South,No,0.75,LocalTruckers,Weather,0,False,False,False,False,0.14976744172114656
2,217,2600,1,ORD00960,SUP_012,3.97,9,2025-01-25,2025-02-03,2025-02-01,1586,18.85,651,Clear,East,No,0.56,DHL,Weather,1,False,False,False,False,0.08346153842943788
4,210,2741,1,ORD00961,SUP_008,3.06,8,2025-04-25,2025-05-03,2025-05-08,977,29.67,420,Clear,North,Yes,0.58,LocalTruckers,Traffic,0,False,False,True,False,0.07661437428799184
3,179,1765,1,ORD00962,SUP_003,4.9,12,2025-10-24,2025-11-05,2025-11-09,1828,46.31,358,Clear,South,No,0.51,DHL,Traffic,0,False,False,True,False,0.10141643053744111
2,180,1329,1,ORD00963,SUP_002,4.22,14,2025-09-12,2025-09-26,2025-10-01,1105,40.39,720,Storm,East,Yes,0.61,DHL,Customs,0,False,False,False,True,0.1354401804849961
5,158,1936,1,ORD00964,SUP_006,4.94,11,2025-10-17,2025-10-28,2025-10-30,1820,10.07,790,Storm,North,No,0.93,DHL,Traffic,0,False,False,False,True,0.08161157020577914
1,291,1682,1,ORD00965,SUP_016,4.62,3,2025-02-27,2025-03-02,2025-02-28,1484,28.38,1455,Rainy,West,No,0.89,LocalTruckers,Weather,1,False,False,False,True,0.17300832332163593
2,231,3894,1,ORD00966,SUP_020,3.71,6,2025-02-18,2025-02-24,2025-02-23,446,10.43,462,Storm,East,No,0.7,FedEx,Weather,1,False,False,False,True,0.05932203388307087
5,163,1470,1,ORD00967,SUP_015,4.17,11,2025-09-24,2025-10-05,2025-10-07,1090,21.23,652,Rainy,South,No,0.86,DHL,Traffic,0,False,False,True,False,0.11088435366606506
3,146,1204,1,ORD00968,SUP_014,4.53,6,2025-12-02,2025-12-08,2025-12-12,1997,27.43,438,Storm,West,No,0.7,DHL,Customs,0,False,False,True,False,0.12126245837104446
5,272,3638,1,ORD00969,SUP_002,3.95,12,2025-05-16,2025-05-28,2025-05-29,650,45.72,544,Storm,West,Yes,0.89,FedEx,Customs,0,False,False,True,False,0.07476635511963542
1,121,1839,1,ORD00970,SUP_020,2.65,5,2025-06-17,2025-06-22,2025-06-24,1125,36.18,242,Storm,South,Yes,0.59,DHL,Traffic,0,False,False,False,True,0.06579662856672287
2,118,1014,1,ORD00971,SUP_018,3.68,11,2025-09-20,2025-10-01,2025-10-03,419,24.5,236,Clear,West,No,0.57,DHL,Traffic,0,False,False,True,False,0.11637080856373687
5,173,1638,1,ORD00972,SUP_014,2.83,4,2025-01-20,2025-01-24,2025-01-28,213,29.63,346,Storm,South,Yes,0.54,DHL,Customs,0,False,False,True,False,0.10561660555212661
5,243,2686,1,ORD00973,SUP_018,4.29,6,2025-10-12,2025-10-18,2025-10-19,1376,42.7,486,Rainy,North,Yes,0.62,LocalTruckers,Weather,0,False,False,True,False,0.09046909899833616
4,229,2505,1,ORD00974,SUP_002,4.2,8,2025-05-01,2025-05-09,2025-05-10,499,21.99,687,Storm,South,No,0.57,DHL,Weather,0,False,False,False,True,0.0914171656321688
3,96,1655,1,ORD00975,SUP_001,4.98,4,2025-06-14,2025-06-18,2025-06-21,593,34.6,384,Clear,West,No,0.89,FedEx,Customs,0,False,False,False,True,0.05800604226102354
5,249,3558,1,ORD00976,SUP_020,4.07,10,2025-10-04,2025-10-14,2025-10-13,759,20.49,747,Clear,West,No,0.62,FedEx,Weather,1,False,False,False,True,0.06998313657392267
2,165,1966,1,ORD00977,SUP_002,4.5,10,2025-02-28,2025-03-10,2025-03-11,1575,29.2,330,Rainy,East,No,0.75,DHL,Weather,0,False,True,True,False,0.0839267547894574
5,223,2427,1,ORD00978,SUP_009,3.17,3,2025-09-09,2025-09-12,2025-09-12,400,10.99,669,Rainy,West,Yes,0.87,LocalTruckers,Weather,1,False,True,False,True,0.09188298306885745
3,267,2949,1,ORD00979,SUP_009,3.35,14,2025-12-26,2026-01-09,2026-01-09,428,44.09,534,Clear,North,No,0.83,DHL,Weather,1,False,True,True,False,0.09053916578822002
4,140,1831,1,ORD00980,SUP_016,4.79,5,2025-03-22,2025-03-27,2025-03-26,1512,11.93,280,Storm,South,No,0.6,FedEx,Weather,1,False,True,True,False,0.07646095025862318
4,209,2075,1,ORD00981,SUP_011,4.39,12,2025-09-02,2025-09-14,2025-09-12,250,18.97,627,Rainy,South,Yes,0.54,FedEx,Weather,1,False,True,True,False,0.10072289151772391
5,243,3189,1,ORD00982,SUP_006,4.14,11,2025-03-20,2025-03-31,2025-04-04,1180,23.34,729,Rainy,West,No,0.95,FedEx,Weather,0,False,True,False,True,0.07619943553584213
2,175,1276,1,ORD00983,SUP_012,3.14,7,2025-02-19,2025-02-26,2025-02-24,554,35.01,700,Storm,North,Yes,0.8,LocalTruckers,Weather,1,False,True,False,True,0.13714733531571524
4,133,1051,1,ORD00984,SUP_003,4.25,8,2025-08-14,2025-08-22,2025-08-22,1061,38.8,399,Storm,South,No,0.85,DHL,Weather,1,False,True,True,False,0.12654614640671155
3,167,1111,1,ORD00985,SUP_012,4.72,6,2025-12-05,2025-12-11,2025-12-12,1457,13.22,501,Storm,East,Yes,0.69,DHL,Weather,0,False,True,False,True,0.15031503136785324
1,172,1052,1,ORD00986,SUP_001,3.08,12,2025-08-24,2025-09-05,2025-09-04,1921,11.74,1032,Clear,North,No,0.62,LocalTruckers,Weather,1,False,True,False,False,0.16349809870389914
4,257,2257,1,ORD00987,SUP_009,4.27,4,2025-01-11,2025-01-15,2025-01-13,1930,41.96,514,Clear,East,No,0.76,DHL,Weather,1,False,True,True,False,0.1138679662765317
3,202,3857,1,ORD00988,SUP_020,3.48,13,2025-10-22,2025-11-04,2025-11-02,1369,38.49,404,Storm,East,No,0.54,DHL,Weather,1,False,True,False,True,0.05237231007198022
1,223,3942,1,ORD00989,SUP_006,2.8,10,2025-09-06,2025-09-16,2025-09-21,1101,43.26,669,Rainy,South,No,0.89,FedEx,Weather,0,False,True,False,True,0.056570268884685374
2,182,2592,1,ORD00990,SUP_011,4.41,13,2025-06-22,2025-07-05,2025-07-09,386,37.06,364,Rainy,North,No,0.82,DHL,Traffic,0,False,True,True,False,0.07021604935562653
2,234,2789,1,ORD00991,SUP_003,2.92,8,2025-04-24,2025-05-02,2025-05-04,336,40.04,702,Clear,West,Yes,0.87,DHL,Weather,0,False,True,False,True,0.08390103976912835
5,140,1035,1,ORD00992,SUP_004,3.13,7,2025-03-05,2025-03-12,2025-03-12,680,25.16,420,Clear,South,No,0.78,FedEx,Weather,1,False,True,True,False,0.13526570035240026
3,136,1548,1,ORD00993,SUP_010,4.46,11,2025-01-24,2025-02-04,2025-02-05,1416,33.61,408,Rainy,East,Yes,0.78,DHL,Weather,0,False,True,False,True,0.08785529710086866
3,210,2568,1,ORD00994,SUP_019,4.36,3,2025-08-12,2025-08-15,2025-08-14,1104,42.22,630,Clear,South,No,0.79,DHL,Weather,1,False,True,False,True,0.08177570090273532
1,259,3023,1,ORD00995,SUP_006,3.14,7,2025-01-24,2025-01-31,2025-01-29,715,16.88,777,Clear,South,Yes,0.88,DHL,Weather,1,False,True,False,False,0.0856764802892238
2,141,1012,1,ORD00996,SUP_001,4.85,8,2025-10-12,2025-10-20,2025-10-24,1845,26.91,282,Rainy,East,No,0.61,LocalTruckers,Weather,0,False,True,False,True,0.13932806310343077
3,151,1583,1,ORD00997,SUP_008,3.04,7,2025-10-14,2025-10-21,2025-10-23,1560,39.62,604,Storm,South,No,0.83,LocalTruckers,Traffic,0,False,True,False,True,0.09538850278244566
5,164,1423,1,ORD00998,SUP_008,4.98,8,2025-05-09,2025-05-17,2025-05-17,1692,31.31,492,Rainy,West,No,0.77,LocalTruckers,Weather,1,False,True,False,True,0.11524947286349298
3,141,1758,1,ORD00999,SUP_006,4.34,8,2025-04-10,2025-04-18,2025-04-18,1324,37.27,282,Clear,East,Yes,0.74,FedEx,Weather,1,False,True,False,True,0.08020477811137385
3,271,3542,1,ORD01000,SUP_017,3.48,9,2025-02-14,2025-02-23,2025-02-27,1436,21.71,542,Storm,North,Yes,0.77,FedEx,Customs,0,False,True,False,True,0.07651044605406256
3,191,2544,1,ORD01001,SUP_019,2.83,6,2025-02-17,2025-02-23,2025-02-28,156,11.29,764,Storm,East,No,0.63,DHL,Weather,0,False,True,True,False,0.07507861632268922
1,181,3266,1,ORD01002,SUP_001,3.3,13,2025-03-15,2025-03-28,2025-03-27,555,11.17,543,Rainy,West,Yes,0.52,LocalTruckers,Weather,1,False,True,False,True,0.05541947334494199
3,241,2182,1,ORD01003,SUP_015,2.98,10,2025-10-01,2025-10-11,2025-10-09,1515,47.71,1205,Storm,North,Yes,0.87,FedEx,Weather,1,False,True,True,False,0.11044912918861177
3,254,2837,1,ORD01004,SUP_013,4.05,9,2025-04-20,2025-04-29,2025-04-28,166,47.78,762,Storm,East,No,0.95,DHL,Weather,1,False,True,False,True,0.08953119489265732
2,146,1162,1,ORD01005,SUP_003,3.39,11,2025-11-07,2025-11-18,2025-11-22,1318,18.45,876,Rainy,East,No,0.74,DHL,Weather,0,False,True,False,True,0.12564543879032233
1,271,2744,1,ORD01006,SUP_002,3.24,9,2025-03-13,2025-03-22,2025-03-26,128,15.9,542,Storm,South,Yes,0.91,FedEx,Traffic,0,False,True,False,False,0.09876093290861482
1,185,2803,1,ORD01007,SUP_003,4.39,5,2025-05-13,2025-05-18,2025-05-17,790,10.73,370,Storm,North,Yes,0.77,DHL,Weather,1,False,True,False,True,0.0660007134976808
5,170,1138,1,ORD01008,SUP_009,3.08,5,2025-11-01,2025-11-06,2025-11-09,1559,19.25,510,Rainy,West,Yes,0.96,LocalTruckers,Traffic,0,False,True,True,False,0.14938488563322944
1,265,3327,1,ORD01009,SUP_016,3.97,10,2025-11-27,2025-12-07,2025-12-09,72,23.37,530,Rainy,West,No,0.75,DHL,Traffic,0,False,True,False,True,0.07965133751738764
4,142,1777,1,ORD01010,SUP_013,2.99,7,2025-03-19,2025-03-26,2025-03-26,1270,19.65,568,Clear,East,Yes,0.6,FedEx,Weather,1,False,True,True,False,0.07990996056279687
5,228,3024,1,ORD01011,SUP_019,4.29,6,2025-08-05,2025-08-11,2025-08-14,410,41.9,456,Clear,South,Yes,0.93,LocalTruckers,Weather,0,False,True,True,False,0.07539682537189259
5,262,2871,1,ORD01012,SUP_018,4.06,10,2025-02-01,2025-02-11,2025-02-12,749,39.98,1048,Rainy,West,Yes,0.89,LocalTruckers,Weather,0,False,True,True,False,0.09125740157044326
3,205,2427,1,ORD01013,SUP_012,4.5,8,2025-02-09,2025-02-17,2025-02-17,1500,13.24,410,Clear,South,No,0.7,LocalTruckers,Weather,1,False,True,False,True,0.08446641941307523
1,178,1362,1,ORD01014,SUP_012,2.67,4,2025-12-17,2025-12-21,2025-12-21,266,37.89,356,Rainy,North,No,0.91,FedEx,Weather,1,False,True,False,False,0.13069016143121132
2,153,1130,1,ORD01015,SUP_001,3.03,6,2025-09-19,2025-09-25,2025-09-27,1039,30.82,306,Clear,South,No,0.5,FedEx,Customs,0,False,True,True,False,0.13539822996867412
4,186,3447,1,ORD01016,SUP_020,2.89,14,2025-05-14,2025-05-28,2025-05-29,1832,15.29,372,Clear,South,No,0.89,DHL,Traffic,0,False,True,True,False,0.053959965171465056
1,167,1403,1,ORD01017,SUP_008,2.98,13,2025-02-24,2025-03-09,2025-03-07,1739,39.58,501,Storm,East,Yes,0.84,DHL,Weather,1,False,True,False,False,0.11903064852528107
3,148,1950,1,ORD01018,SUP_017,2.76,6,2025-02-15,2025-02-21,2025-02-22,756,13.44,296,Clear,West,Yes,0.69,DHL,Weather,0,False,True,True,False,0.07589743585851413
2,167,1010,1,ORD01019,SUP_020,3.91,8,2025-05-22,2025-05-30,2025-05-28,677,17.09,334,Storm,North,No,0.89,DHL,Weather,1,False,True,True,False,0.16534653448975592
2,261,2488,1,ORD01020,SUP_007,3.98,8,2025-12-19,2025-12-27,2026-01-01,1269,15.97,1305,Clear,West,No,0.56,FedEx,Customs,0,False,True,False,True,0.10490353693532817
4,166,1095,1,ORD01021,SUP_009,4.61,3,2025-04-21,2025-04-24,2025-04-29,616,47.56,498,Storm,North,Yes,0.6,DHL,Weather,0,False,True,False,True,0.1515981733775359
1,226,2319,1,ORD01022,SUP_017,3.54,10,2025-12-19,2025-12-29,2025-12-30,1760,37.93,452,Clear,North,Yes,0.76,FedEx,Weather,0,False,True,True,False,0.09745579987173102
4,260,2003,1,ORD01023,SUP_010,3.83,8,2025-01-02,2025-01-10,2025-01-09,492,26.45,780,Clear,West,Yes,0.93,DHL,Weather,1,False,True,True,False,0.1298052919971017
1,246,3993,1,ORD01024,SUP_004,4.98,5,2025-03-10,2025-03-15,2025-03-19,1532,42.89,738,Storm,North,No,0.56,LocalTruckers,Weather,0,False,True,False,True,0.061607813658500425
2,221,3686,1,ORD01025,SUP_007,3.83,11,2025-06-05,2025-06-16,2025-06-17,508,18.64,663,Storm,West,No,0.78,DHL,Weather,0,False,True,True,False,0.059956592495942325
4,191,2039,1,ORD01026,SUP_007,3.93,4,2025-06-28,2025-07-02,2025-07-05,1557,47.24,764,Rainy,South,No,0.87,DHL,Weather,0,False,True,False,True,0.09367336925273498
1,138,1349,1,ORD01027,SUP_008,4.99,13,2025-10-03,2025-10-16,2025-10-19,193,37.88,690,Rainy,North,Yes,0.86,FedEx,Customs,0,False,True,False,True,0.10229799844158784
1,146,1714,1,ORD01028,SUP_008,4.99,10,2025-07-24,2025-08-03,2025-08-05,363,32.38,438,Storm,West,Yes,0.81,DHL,Customs,0,False,True,False,True,0.08518086342754909
3,193,3188,1,ORD01029,SUP_016,3.56,12,2025-07-16,2025-07-28,2025-08-01,924,41.79,579,Clear,South,No,0.96,FedEx,Weather,0,False,True,False,True,0.06053952319305536
1,229,3111,1,ORD01030,SUP_012,4.09,5,2025-12-12,2025-12-17,2025-12-21,778,35.79,458,Rainy,South,No,0.74,FedEx,Weather,0,False,True,False,True,0.07360977175390236
1,239,2504,1,ORD01031,SUP_015,3.7,14,2025-05-26,2025-06-09,2025-06-07,1330,45.48,478,Rainy,South,No,0.93,DHL,Weather,1,False,True,False,False,0.09544728430693
2,103,1093,1,ORD01032,SUP_008,4.3,7,2025-05-18,2025-05-25,2025-05-25,688,43.17,412,Rainy,South,Yes,0.8,FedEx,Weather,1,False,True,False,True,0.09423604748926252
4,254,2039,1,ORD01033,SUP_009,4.85,8,2025-08-15,2025-08-23,2025-08-25,523,17.91,1270,Rainy,North,No,0.86,DHL,Weather,0,False,True,True,False,0.12457086801149049
2,198,3686,1,ORD01034,SUP_003,3.27,12,2025-03-05,2025-03-17,2025-03-20,734,19.59,396,Rainy,West,No,0.73,FedEx,Customs,0,False,True,True,False,0.053716766127586336
3,208,3783,1,ORD01035,SUP_016,4.55,8,2025-11-11,2025-11-19,2025-11-22,655,12.6,624,Storm,West,No,0.58,FedEx,Traffic,0,False,True,False,True,0.05498281785488163
5,253,2205,1,ORD01036,SUP_015,4.14,6,2025-12-04,2025-12-10,2025-12-15,1572,18.81,506,Rainy,South,Yes,0.55,LocalTruckers,Customs,0,False,True,False,True,0.11473922897290738
3,261,2336,1,ORD01037,SUP_004,3.2,5,2025-05-14,2025-05-19,2025-05-17,951,23.74,522,Storm,East,Yes,0.83,LocalTruckers,Weather,1,False,True,False,False,0.11172945200696514
1,156,1253,1,ORD01038,SUP_020,4.49,6,2025-03-14,2025-03-20,2025-03-23,1292,11.15,468,Storm,East,No,0.68,FedEx,Weather,0,False,True,False,True,0.12450119702753296
3,97,1598,1,ORD01039,SUP_016,3.57,3,2025-10-13,2025-10-16,2025-10-19,1637,22.6,194,Clear,East,No,0.78,FedEx,Traffic,0,False,True,True,False,0.06070087605713337
5,275,2546,1,ORD01040,SUP_010,2.8,6,2025-11-10,2025-11-16,2025-11-14,1604,40.86,550,Rainy,East,No,0.87,FedEx,Weather,1,False,True,True,False,0.1080125686928466
1,189,2429,1,ORD01041,SUP_011,4.98,3,2025-05-21,2025-05-24,2025-05-27,1431,43.61,378,Rainy,South,No,0.89,FedEx,Weather,0,False,True,False,False,0.0778097982388597
1,236,3290,1,ORD01042,SUP_005,3.56,14,2025-09-12,2025-09-26,2025-09-26,1310,10.35,708,Clear,East,No,0.75,DHL,Weather,1,False,True,False,True,0.07173252277454939
1,170,1883,1,ORD01043,SUP_011,3.85,3,2025-03-15,2025-03-18,2025-03-17,1756,10.29,510,Rainy,East,No,0.65,DHL,Weather,1,False,True,False,True,0.09028146569820421
2,251,2673,1,ORD01044,SUP_013,4.52,12,2025-02-18,2025-03-02,2025-03-04,324,15.85,502,Rainy,South,No,0.88,DHL,Weather,0,False,True,True,False,0.09390198275574187
3,205,2187,1,ORD01045,SUP_015,4.9,8,2025-12-24,2026-01-01,2026-01-01,1880,44.9,410,Storm,West,No,0.7,LocalTruckers,Weather,1,False,True,False,True,0.09373571097680124
5,135,1744,1,ORD01046,SUP_006,4.68,7,2025-01-16,2025-01-23,2025-01-23,1949,28.77,405,Storm,West,Yes,0.96,DHL,Weather,1,False,True,False,True,0.07740825683634847
